name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
Pusat Perubatan Kajang Plaza (KPMC),hospital,hospital,general,Unknown,Kajang,2.9956053,101.7880498,0.0
Poliklinik Ideal,clinic,clinic,general,Unknown,Kajang,2.9957311,101.788434,0.0
Klinik Metrocare,clinic,clinic,general,Unknown,Parit Buntar,5.126228,100.4887794,0.0
Klinik Kesihatan Bandar Tasek Mutiara,clinic,clinic,general,Unknown,Unknown,5.2767706,100.4908644,0.0
Klinik Pakar KPMC,clinic,clinic,general,Unknown,Kajang,2.99563,101.7883053,0.0
Klinik Kesihatan Ulu Gali,clinic,clinic,general,Unknown,Raub,3.82394,101.9139236,0.0
Permai Polyclinic,clinic,clinic,general,Unknown,Unknown,5.2795835,115.2420227,0.0
PMG Pharmacy Lawas,pharmacy,pharmacy,general,Unknown,Unknown,4.8594853,115.4064275,0.0
Poliklinik Aiman,clinic,clinic,general,Unknown,Unknown,3.1123277,101.6627131,0.0
Klinik Pergigian Famili Pong,other,dentist,general,Unknown,Unknown,3.1070618,101.6534458,0.0
Klinik Sri Manja,clinic,clinic,general,Unknown,Unknown,3.1314629,101.6863385,0.0
Klinik Pergigian Bangsar,other,dentist,general,Unknown,Unknown,3.1335429,101.688761,0.0
PMG Pharmacy,pharmacy,pharmacy,general,Unknown,Lutong,4.4718857,114.0094946,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1462569,101.7515375,0.0
Farmasi Setia,pharmacy,pharmacy,general,Unknown,Unknown,6.0915831,100.3100172,0.0
Farmasi Suria,pharmacy,pharmacy,general,Unknown,Unknown,6.0227616,100.3828107,0.0
Klinik Komuniti Kuala Kedah,clinic,clinic,general,Unknown,Unknown,6.0873978,100.3114931,0.0
Pusat Dialisis MyAngkasa,other,doctor,general,Unknown,Unknown,6.0932753,100.3091991,0.0
Alpro Farmasi,pharmacy,,general,Unknown,Unknown,4.1870807,102.0542867,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Miri,4.4043466,114.0011011,0.0
Renal Associates,clinic,dialysis,nephrology,Unknown,Unknown,3.103323,101.6529432,0.0
Omega Clinic,clinic,clinic,general,Unknown,Lutong,4.4726459,114.0080492,0.0
Klinik Lawas Cawangan Sipitang,clinic,clinic,general,Unknown,Pekan Sipitang,5.0780399,115.5498433,0.0
Klinik Permaisuri,clinic,clinic,general,Unknown,Miri,4.3979089,113.9910952,0.0
Klinik Pergigian Hlite,clinic,clinic,general,Unknown,Tangkak,2.2735272,102.5437271,0.0
Poliklinik Indah & Surgeri,clinic,clinic,general,Unknown,Unknown,1.6553498,103.5741582,0.0
Klinik Keluarga,clinic,clinic,general,Unknown,Unknown,2.2099599,102.6506049,0.0
Klinik Fitrah,clinic,clinic,general,Unknown,Unknown,3.1305397,101.4404921,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1551083,101.5539796,0.0
Klinik Lukut,other,doctor,general,Unknown,Port Dickson,2.5675275,101.8272837,0.0
Klinik Loh,other,doctor,general,Unknown,Port Dickson,2.5668095,101.8275547,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.1037624,101.6651739,0.0
Bala Dental Clinic,other,dentist,general,Unknown,Unknown,3.1329559,101.6712584,0.0
JIA,clinic,clinic,general,Unknown,Unknown,3.1321816,101.6712053,0.0
Dr. Ahmad Poliklinik & Surgeri,clinic,clinic,general,Unknown,Unknown,3.06088,101.7726885,0.0
Midah Dental Surgeon,other,dentist,general,Unknown,Unknown,3.1023596,101.7334359,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Bandar Baru Bangi,2.9676167,101.7753694,0.0
Sunway Multicare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.103105,101.6835847,0.0
Klinik Pakar Perubatan P&R,clinic,clinic,general,Unknown,Unknown,3.1698068,101.6948913,0.0
Klinik Tan,clinic,clinic,general,Unknown,Unknown,3.1693224,101.6954618,0.0
Poliklinik Al-Amin (BP),clinic,clinic,general,Unknown,Unknown,1.9128959,102.9525984,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Johor Bahru,1.5402781,103.6841479,0.0
Klinik Shankar,clinic,clinic,general,Unknown,Unknown,3.1699165,101.6972344,0.0
UniKlinik,clinic,clinic,general,Unknown,Unknown,3.1584973,101.5738741,0.0
Klinik Koi Kai Yan,clinic,clinic,general,Unknown,Unknown,3.1698599,101.6953747,0.0
Klinik Sundram,clinic,clinic,general,Unknown,Unknown,3.1708514,101.694058,0.0
iCare Dental,other,dentist,general,Unknown,Unknown,3.1663582,101.6928595,0.0
Fisio Care Physiotherapy & Rehabilitation Centre,clinic,clinic,general,Unknown,Unknown,3.0064788,101.5367183,0.0
Alpro Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0038607,101.5384052,0.0
White Dental,other,dentist,general,Unknown,Unknown,3.0039557,101.538348,0.0
Klinik Langkawi,clinic,clinic,general,Unknown,Unknown,6.321693,99.8497649,0.0
Kelinik Poh,clinic,clinic,general,Unknown,Parit Buntar,5.1259332,100.4886257,0.0
Klinik Ar-Razzi,clinic,,general,Unknown,Unknown,3.7834829,103.286118,0.0
Precious Baby & Child Specialist,other,doctor,general,Unknown,Unknown,2.2364455,102.2874076,0.0
i-SiHAT Dental Clinic,other,dentist,general,Unknown,Johor Bahru,1.5625685,103.734471,0.0
klinik pergigian mohd shah,other,dentist,dentist,Unknown,Taman Sri Keramat,3.172304,101.7508157,0.0
Kuala Lumpur International Dental Centre,other,dentist,general,Unknown,Unknown,3.1629129,101.7149394,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1029141,101.7330635,0.0
Klinik Kesihatan Kota Damansara,clinic,clinic,general,Unknown,Unknown,3.1765199,101.5755311,0.0
Klinik Pergigian Kota Damansara,other,dentist,general,Unknown,Unknown,3.176498,101.5754185,0.0
Klinik Yong,other,doctor,general,Unknown,Unknown,3.1444762,101.7138733,0.0
Klinik Desa Simpang Empat Sedaka,clinic,clinic,general,Unknown,Unknown,5.8722155,100.3821236,0.0
Klinik Pakar Kanak-kanak KB,other,doctor,general,Unknown,Kuala Lumpur,3.0963893,101.6773659,0.0
The Kidney Dialysis Centre,clinic,clinic,general,Unknown,Kuala Lumpur,3.0972861,101.6775959,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,2.9920738,101.7600494,0.0
Klinik Jaya,clinic,clinic,general,Unknown,Unknown,3.2088503,101.7500498,0.0
Klinik Lee,clinic,clinic,general,Unknown,Unknown,1.1683947,110.5654435,0.0
Lee & Tan Dental Surgery,other,dentist,general,Unknown,Unknown,3.1453924,101.7093321,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1399453,101.7083923,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1383355,101.3719878,0.0
BP Healthcare @ KL Medan Tunku,clinic,clinic,general,Unknown,Unknown,3.1589758,101.6981104,0.0
Klinik TAR,clinic,clinic,general,Unknown,Unknown,3.1604372,101.6973243,0.0
Klinik Dnar,clinic,clinic,general,Unknown,KUNAK,4.6831868,118.247151,0.0
Neuropsy Clinic,clinic,clinic,general,Unknown,Unknown,3.1457015,101.7037097,0.0
Klinik Siti Kota Kemuning,clinic,clinic,general,Unknown,Shah Alam,2.9784832,101.5344127,0.0
Klinik Mutiara,clinic,clinic,general;vaccination,Unknown,Johor Bahru,1.5387888,103.7461551,0.0
KLINIK ANDA POKOK SENA 24JAM,clinic,clinic,primary_care;paediatrics;obstetrics;gynaecology;general_medicine;wound_care,Unknown,Kepala Batas,5.4888379,100.4571744,0.0
Klinik Kesihatan Rawang,clinic,clinic,general,Unknown,Rawang,3.3151175,101.5957945,0.0
Klinik Kesihatan Tarat,clinic,clinic,general,Unknown,Unknown,1.2059238,110.5348532,0.0
Klinik Sakinah,clinic,,general,Unknown,Unknown,3.7938182,103.2777581,0.0
Watson,pharmacy,,general,Unknown,Unknown,3.7816965,103.2875498,0.0
Lifeline Pharmacy Jalan Ipoh,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1811576,101.6826107,0.0
Klinik Tan,clinic,clinic,general,Unknown,Kuala Lumpur,3.180286,101.6833487,0.0
Farmasi AK,pharmacy,pharmacy,general,Unknown,Unknown,3.0994151,101.7416826,0.0
Poliklinik Chen,other,doctor,general,Unknown,Kuala Lumpur,3.0818616,101.6702251,0.0
Klinik Pakar Wanita Chong,clinic,clinic,general,Unknown,Kuala Lumpur,3.086004,101.6729258,0.0
Lai Medic Clinic,clinic,clinic,general,Unknown,Unknown,3.0913525,101.6881816,0.0
Fakulti Pergigian UKM,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1709667,101.6997767,0.0
Klinik Reddy,clinic,clinic,general,Unknown,Kuala Lumpur,3.1702335,101.6949243,0.0
The Dental Atelier,other,dentist,general,Unknown,Kuala Lumpur,3.1990648,101.6702215,0.0
Tan Endodontic Dental Clinic,other,dentist,general,Unknown,Kuala Lumpur,3.1826791,101.6813775,0.0
Poliklinik Sri Kuching,clinic,clinic,general,Unknown,Kuala Lumpur,3.1975625,101.6724868,0.0
Health Lane Family Pharmacy Prima Setapak,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1977192,101.7123305,0.0
CARiNG Pharmacy Prima Setapak,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1978144,101.7125081,0.0
AA Pharmacy Danau Kota Prima Setapak,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1980579,101.7118729,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.1955652,101.7116564,0.0
Health Lane Family Pharmacy Sentul Pasar,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1971475,101.6905148,0.0
Caring Pharmacy Sentul Raya Boulevard,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1856234,101.6929208,0.0
Peh & Co Dental Clinic,other,dentist,general,Unknown,Bukit Jalil,3.0522385,101.6707546,0.0
Alam Medic Clinic,clinic,clinic,general,Unknown,Kuala Lumpur,3.1952467,101.6798832,0.0
i Klinik Dr Sou Dan Dr Deva,clinic,clinic,general,Unknown,Kuala Lumpur,3.1983836,101.6783074,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.1947036,101.6799081,0.0
Klinik Pergigian Novadent,other,dentist,dentist;orthodontics,Unknown,Kuala Lumpur,3.196596,101.6791964,0.0
Klinik Leela Ratos Dan Rakan Rakan (Batu),clinic,clinic,general,Unknown,Kuala Lumpur,3.2030555,101.6750469,0.0
Ram Dental Clinic,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.2030221,101.6740479,0.0
Chong's Dental Services,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.2025094,101.6728589,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.1989454,101.6701922,0.0
Klinik Pergigian Everglow,other,dentist,general,Unknown,Kuala Lumpur,3.198776,101.6701508,0.0
MyCity Dental Clinic,other,dentist,general,Unknown,Kuala Lumpur,3.1963967,101.6706091,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1890597,101.6807774,0.0
CARiNG Pharmacy Jalan Ipoh,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1810516,101.6826355,0.0
Health Lane Family Pharmacy Kepong Baru,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.2100688,101.6466284,0.0
Health Lane Family Pharmacy Jinjang,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.2105765,101.6579166,0.0
Health Lane Family Pharmacy Aeon Big Kepong,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.2144941,101.643922,0.0
Mydentist Malaysia,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1834604,101.6808142,0.0
UrbanCare Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.2094691,101.6691321,0.0
Yip Dental Surgery,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.180945,101.6815736,0.0
Klinik Sentul,clinic,clinic,general,Unknown,Unknown,3.1770893,101.6870348,0.0
Farmasi Jaya 22,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1772884,101.6994614,0.0
Klinik Pergigian Carewell,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1770061,101.6856122,0.0
Klinik Suria,clinic,clinic,general,Unknown,Kuala Lumpur,3.1760439,101.6845212,0.0
Ling Chemist Sdn Bhd,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1722115,101.6987303,0.0
Standard Pharmarcy Sdn Bhd,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.170954,101.6984358,0.0
Kedai Ubat dan Runcit You Huat,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.196382,101.6745147,0.0
Klinik Pakar Kanak-Kanak Pelangi,clinic,clinic,general,Unknown,Kuala Lumpur,3.1966512,101.7132351,0.0
Jaron TCM,clinic,clinic,traditional_chinese_medicine,Unknown,Kuala Lumpur,3.1965408,101.7131273,0.0
Klinik Pergigian Choo,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1959209,101.7118827,0.0
Klinik Vicky,clinic,clinic,general,Unknown,Kuala Lumpur,3.1959025,101.7119139,0.0
Klinik Pergigian Sri Setapak,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1942174,101.7115675,0.0
Klinik Pergigian Genting,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1951305,101.7125411,0.0
Constant Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1944979,101.7118641,0.0
Klinik Dan Surgeri Setapak,clinic,clinic,general;radiology,Unknown,Kuala Lumpur,3.1942532,101.7116077,0.0
Poliklinik & Surgeri Dr Roshen,clinic,clinic,general,Unknown,Kuala Lumpur,3.1917432,101.7087376,0.0
Traditional Herb Yao Bao Sdn Bhd,pharmacy,pharmacy,general,Unknown,Unknown,3.1984728,101.6782593,0.0
Multicare Pharmacy Sungai Long,pharmacy,pharmacy,general,Unknown,Bandar Sungai Long,3.0398504,101.7932274,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Bandar Sungai Long,3.0404427,101.793486,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Bandar Sungai Long,3.0407084,101.7935969,0.0
CareLove Pharmacy Sg Long,pharmacy,pharmacy,general,Unknown,Bandar Sungai Long,3.0393417,101.7927,0.0
Health Lane Family Pharmacy Sungai Long,pharmacy,pharmacy,general,Unknown,Bandar Sungai Long,3.0402976,101.7927471,0.0
Klinik Dr Ana,clinic,clinic,general,Unknown,Unknown,5.1269727,100.4828188,0.0
KaVo Kerr Group Malaysia Sdn Bhd,other,dentist,general,Unknown,Unknown,3.1320344,101.6315003,0.0
Klinik Pergigian Tiew,other,dentist,dentist,Unknown,Unknown,5.3826212,100.3040244,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,5.3692734,100.4172903,0.0
The Nesting Place KL,other,midwife,general,Unknown,Kuala Lumpur,3.1186295,101.6488173,0.0
Guardian,other,pharmacy,general,Unknown,Unknown,5.9836018,116.0771872,0.0
Klunik Sulaiman,clinic,,general,Unknown,Unknown,5.3295584,103.1359313,0.0
Klinik Dr Aqilah,clinic,,general,Unknown,Unknown,5.8351798,102.5384782,0.0
Melaka State Health Department,other,clinic,general,Unknown,Ayer Keroh Malacca,2.273514,102.2888242,0.0
Primere Medical Clinic,clinic,clinic,general,Unknown,Unknown,3.1946334,101.6301203,0.0
Meta Dental,other,dentist,general,Unknown,Unknown,3.1943721,101.6301336,0.0
Klinik Gigi Dr Zarin,other,dentist,general,Unknown,Unknown,3.1205242,101.762811,0.0
D'TOX,other,alternative,general,Unknown,Unknown,3.0246153,101.6224124,0.0
Rozaimi Optometrist,other,optometrist,general,Unknown,Sepang,2.8263265,101.6928733,0.0
Samkkya,other,alternative,general,Unknown,Unknown,3.1299634,101.6736134,0.0
Global Dental Clinic - Mont Kiara Bayu Walk,other,dentist,general,Unknown,Unknown,3.1723875,101.6544708,0.0
Klinik Perdana Tumpat,clinic,clinic,general,Unknown,Unknown,6.1905721,102.1693835,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,6.1917659,102.1683306,0.0
Farmasi Ehsan,pharmacy,pharmacy,general,Unknown,Unknown,6.1928556,102.1682782,0.0
Klinik Inter-Med,clinic,clinic,general,Unknown,Unknown,3.1462132,101.6982065,0.0
Klinik Desa Rinching Tengah,clinic,clinic,general;women,Unknown,Unknown,2.9149304,101.8623512,0.0
Farmasi BIG,pharmacy,pharmacy,general,Unknown,Unknown,3.0455581,101.6208223,0.0
Klinik Pergigian Malaysia Smile,other,dentist,dentistry,Unknown,Bandar Puchong Jaya,3.0452793,101.6211372,0.0
Farmasi W,pharmacy,pharmacy,general,Unknown,Unknown,3.0453654,101.6211827,0.0
Klinik Pakar Psikiatri Ting,other,doctor,psychiatry,Unknown,Unknown,3.0456968,101.6212109,0.0
Klinik Raj,clinic,clinic,general,Unknown,Unknown,3.2309982,101.6482285,0.0
Poliklinik Damai Dan Surgeri,clinic,clinic,general,Unknown,Petaling Jaya,3.0788988,101.6507021,0.0
Klinik Murni,clinic,clinic,general,Unknown,Unknown,3.1678333,101.700756,0.0
Lighthouse Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.3501403,100.2982696,0.0
Klinik Team Medic,clinic,clinic,general,Unknown,Unknown,5.349996,100.2984988,0.0
Klinik Medipulse,clinic,clinic,general,Unknown,Unknown,3.1008789,101.7405338,0.0
Klinik Mediviron Setia Indah,clinic,clinic,general,Unknown,Johor Bahru,1.5725901,103.7571918,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Johor Bahru,1.5725099,103.7567367,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.4611996,103.7639814,0.0
Pharmacy Midas,pharmacy,pharmacy,general,Unknown,Sepang,2.822168,101.6956409,0.0
alpro,pharmacy,pharmacy,general,Unknown,Sepang,2.8211966,101.6945303,0.0
Klinik Warisan,clinic,clinic,general,Unknown,Unknown,2.8211586,101.694531,0.0
Medicentral,clinic,clinic,general,Unknown,Sepang,2.8206165,101.6945292,0.0
Dr Optometry,other,optometrist,general,Unknown,Sepang,2.8184445,101.6945334,0.0
My Physio & Rehab Centre,other,physiotherapist,general,Unknown,Sepang,2.8185382,101.6945319,0.0
Klinik Hazra Medic,clinic,clinic,general,Unknown,Sepang,2.8192735,101.6941534,0.0
Davita (Opening Soon),clinic,dialysis,nephrology,Unknown,Sepang,2.8391207,101.7007576,0.0
Dr Smile,other,dentist,general,Unknown,Sepang,2.8253964,101.6929732,0.0
CFS-IIUM Sejahtera Clinic,clinic,clinic,dentist;radiology,Unknown,Unknown,3.7245472,103.0587134,0.0
MegaKulim,pharmacy,pharmacy,general,Unknown,Parit Buntar,5.117868,100.4860997,0.0
Farmasi Chabang Tiga,pharmacy,pharmacy,general,Unknown,Terengganu,5.3150354,103.1217165,0.0
BIG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.238718,101.6515212,0.0
Klinik Venka,clinic,clinic,general,Unknown,Unknown,5.4297614,101.1289719,0.0
Pokiong Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.0166817,112.9399348,0.0
Malihah Medical Clinic,clinic,clinic,general,Unknown,Kuching,1.5543625,110.2511101,0.0
Klinik Pergigian Shades Dental,clinic,clinic,dentist,Unknown,Ipoh,4.6116634,101.1185402,0.0
Connect Chiropractic,other,alternative,chiropractic,Unknown,Unknown,3.1009226,101.7398859,0.0
Klinik Siti,clinic,clinic,general,Unknown,Unknown,2.8184417,101.694147,0.0
Klinik Pergigian Dental Heritage,clinic,clinic,dentist,Unknown,Unknown,2.8185737,101.6941459,0.0
Klinik Anda,clinic,clinic,general,Unknown,Sepang,2.8207354,101.6941585,0.0
Mediviron,clinic,clinic,general,Unknown,Sepang,2.8216032,101.6941528,0.0
Poliklinik Amalmedik,clinic,clinic,general,Unknown,Sepang,2.8211625,101.6941467,0.0
Poliklinik Medi Ihsan,clinic,clinic,general,Unknown,Sepang,2.8191028,101.6896232,0.0
Klinik Komuniti Kerinchi,clinic,clinic,general,Unknown,Unknown,3.107899,101.6691703,0.0
Klinik Desa Pengkalan Kubor,clinic,clinic,general,Unknown,Unknown,6.2295311,102.0969048,0.0
Afly Clinic,clinic,clinic,general,Unknown,Unknown,2.9236335,101.6516172,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,2.048565,102.5846048,0.0
Caring,pharmacy,pharmacy,general,Unknown,Unknown,3.1337463,101.7165438,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1588463,101.5916785,0.0
Klinik Keshiatan Bekok,clinic,clinic,general,Unknown,Unknown,2.2978099,103.1340353,0.0
Klinik Wellmedic,clinic,clinic,general,Unknown,Unknown,4.0109718,101.3039647,0.0
Klinik Medichealth,clinic,clinic,general,Unknown,Unknown,3.1620763,101.5818363,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.1624868,101.6503368,0.0
Farmasi Celta,pharmacy,pharmacy,general,Unknown,Unknown,3.1810194,101.5421181,0.0
Klinik Pergigian Louis,other,dentist,general,Unknown,Seremban,2.7213162,101.9397473,0.0
Medplus,pharmacy,pharmacy,general,Unknown,Unknown,3.2108849,101.6502241,0.0
HTM Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.5433058,101.1099018,0.0
Dr Chong Clinic,clinic,clinic,general,Unknown,Unknown,4.5235483,101.1023467,0.0
Good Therapy Centre,other,physiotherapist,general,Unknown,Unknown,4.5237466,101.1025181,0.0
Drs. Wong & Partners Dental Surgeons,other,dentist,general,Unknown,Unknown,3.0652314,101.694465,0.0
Klinik Morni,clinic,clinic,general,Unknown,Kuching,1.4641129,110.4172388,0.0
Feathair Hair Growth Center,clinic,clinic,hair_transplant,Unknown,Unknown,3.1327165,101.6705982,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.0864238,101.6463982,0.0
Klinik Primer Kota Bharu,clinic,clinic,general;vaccination,Unknown,Kota Bharu,6.1165575,102.2424904,0.0
Klinik Pergigian Dr. Fatain,other,dentist,general,Unknown,Unknown,3.8189442,103.2771854,0.0
Pasada Optomety,other,optometrist,general,Unknown,Kuantan,3.8183998,103.2768961,0.0
Smile Life,other,dentist,general,Unknown,Unknown,3.1282342,101.6342389,0.0
Poliklinik mediMAX,clinic,clinic,general,Unknown,Unknown,3.128236,101.6343765,0.0
Gental Care Dental Surgery,other,dentist,general,Unknown,Unknown,3.1282021,101.6343779,0.0
Kedai Ubat Lian Fatt,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.1282373,101.6346532,0.0
AA Farmasi,pharmacy,pharmacy,general,Unknown,Unknown,3.1282504,101.6349309,0.0
Klinik Ganesh & Surgeri,clinic,clinic,general;surgery,Unknown,Unknown,3.349432,101.8213442,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.4539635,110.4087203,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.1592111,101.7465759,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,4.5984002,101.1066298,0.0
Health Lane Family Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1970962,101.5938437,0.0
Klinik Azalea,clinic,clinic,general,Unknown,Unknown,3.1980282,101.5990707,0.0
Klinik Iman Mikail,clinic,clinic,general,Unknown,Unknown,3.1869598,101.525282,0.0
My Health Clinic @ Elmina,clinic,clinic,general,Unknown,Unknown,3.1870826,101.5252931,0.0
Anadia Clinic,clinic,clinic,general,Unknown,Unknown,3.1606224,101.51341,0.0
Klinik Desa Batu Malim,clinic,clinic,general,Unknown,Raub,3.9765571,101.7834287,0.0
Klinik Siti,clinic,clinic,general,Unknown,Unknown,3.1971841,101.5938649,0.0
Farmasi Newton,pharmacy,pharmacy,general,Unknown,Unknown,3.197933,101.594126,0.0
Klinik Dr Normah,clinic,clinic,general,Unknown,Unknown,3.1978883,101.594115,0.0
Klink Aurora,clinic,clinic,general,Unknown,Unknown,3.1972793,101.593896,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1982239,101.5942142,0.0
Poliklinik Dr Petricia,clinic,clinic,general,Unknown,Unknown,3.3208175,101.2712289,0.0
Klinik Kesihatan Mansiat,clinic,clinic,general,Unknown,Unknown,5.4497263,116.5613754,0.0
Klinik Kesihatan Tulid,clinic,clinic,general,Unknown,Unknown,5.3268676,116.4235381,0.0
Lim Skin Specialist,other,doctor,dermatology,Unknown,Unknown,5.41691,100.3222183,0.0
Ting Pharmacy,pharmacy,pharmacy,general,Unknown,Kota Samarahan,1.4547524,110.4103352,0.0
Chew Dental Clinic,other,doctor,general,Unknown,Unknown,6.3269226,99.8415733,0.0
ALPRO Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.4559836,110.4466101,0.0
Damai Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.4559677,110.4471224,0.0
Klinik Pergigian Chong,other,dentist,general,Unknown,Unknown,6.3173651,99.8506587,0.0
Farmasi Najwa,pharmacy,pharmacy,general,Unknown,Unknown,5.0177108,100.4336953,0.0
Anim Pharmacy,pharmacy,,general,Unknown,Unknown,5.0350326,118.3412424,0.0
Permai Polyclinics Lahad Datu,clinic,,general,Unknown,Unknown,5.02174,118.3299986,0.0
Farmasi CKA,pharmacy,,general,Unknown,Unknown,5.8307444,102.5512335,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2021628,113.0583253,0.0
Hopital Sultanah Bahiyah,hospital,hospital,general,Unknown,Alor Setar,6.1488913,100.4062646,0.0
Poliklinik Dr Azhar,clinic,clinic,general,Unknown,Unknown,4.1971779,101.2597661,0.0
Ancient Gardens Ayurvedic Centre,hospital,hospital,general,Unknown,Seremban,2.7190411,101.9513063,0.0
Borneo Dispensary,pharmacy,pharmacy,general,Unknown,Unknown,5.8828618,118.0337202,0.0
PMG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.8828051,118.0325712,0.0
CK Chang,other,dentist,general,Unknown,Unknown,3.1363474,101.6310466,0.0
Klinik Dinamik,clinic,clinic,general,Unknown,Miri,4.396426,113.9867074,0.0
Advanced Diagnostic Laboratory,other,laboratory,blood_check,Unknown,Miri,4.3945296,113.9868073,0.0
Klinik Dr Najwa,clinic,clinic,general,Unknown,Unknown,2.9431266,101.7460359,0.0
SHiNE Pharmacy,pharmacy,pharmacy,general,Unknown,Kuching,1.522375,110.3548283,0.0
Klinik Pergigian Dr Azreen,other,dentist,general,Unknown,Unknown,5.6712389,100.5068742,0.0
Pusat Pakar Tulang dan Sendi Dr Yew Khoon Seng,other,doctor,general,Unknown,Unknown,5.6729116,100.5116982,0.0
Tiang's Orthopedist Chinese Phyisician,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.40005,113.9886509,0.0
Dannok Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,6.5213518,100.4186391,0.0
Rejoice Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.3175875,113.9936638,0.0
Chan Klinik,clinic,clinic,general,Unknown,Unknown,6.4392264,100.1957394,0.0
Klinik Fisioterapi,clinic,clinic,general,Unknown,Unknown,3.1694045,101.7010987,0.0
H-Care Wellness Centre,other,yes,general,Unknown,Unknown,3.1698182,101.7002676,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,5.9875042,116.0774865,0.0
BestCare Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.4272888,114.002421,0.0
Poliklinik Mona,clinic,clinic,general,Unknown,Unknown,3.0863315,101.6625546,0.0
